# _tick,_time,train_seconds,step,mean_episode_return,mean_episode_step,total_loss,pg_loss,baseline_loss,entropy_loss,learner_queue_size
5850,1654761967.0462692,12327.5,38538240,75.10086822509766,2121.8876953125,98.82765197753906,80.58610534667969,33.018680572509766,-14.777132034301758,64
5851,1654761968.633549,12327.5,38543360,48.037620544433594,1851.6392822265625,-51.835540771484375,-70.18627166748047,33.11600112915039,-14.765271186828613,64
5852,1654761970.2719386,12332.5,38548480,47.92703628540039,1905.624267578125,60.611778259277344,34.085601806640625,41.06117248535156,-14.534995079040527,64
5853,1654761971.8149655,12332.5,38553600,66.1169662475586,1889.5296630859375,-60.69967269897461,-69.3720703125,23.280841827392578,-14.608444213867188,64
5854,1654761973.2875583,12332.5,38558720,85.78772735595703,1547.8695068359375,-50.55120849609375,-55.83879470825195,19.864253997802734,-14.576668739318848,64
5855,1654761974.923205,12337.5,38563840,14.689701080322266,1731.3597412109375,-118.98619079589844,-118.96607971191406,14.58952522277832,-14.609631538391113,64
5856,1654761976.5816083,12337.5,38568960,12.059771537780762,1967.624267578125,49.38703155517578,24.64181900024414,39.341453552246094,-14.596240997314453,64
5857,1654761978.262959,12337.5,38574080,-23.690444946289062,1657.9840087890625,476.57855224609375,411.6949462890625,79.4744873046875,-14.590893745422363,64
5858,1654761979.8569586,12342.5,38579200,58.10029220581055,1963.447509765625,30.290266036987305,20.02613067626953,24.804372787475586,-14.540239334106445,64
5859,1654761981.5311403,12342.5,38584320,20.989582061767578,2090.45361328125,185.2695770263672,159.04681396484375,40.87663650512695,-14.653865814208984,64
5860,1654761983.1489654,12342.5,38589440,56.4932861328125,1554.3455810546875,65.71572875976562,39.5533447265625,40.796051025390625,-14.63366413116455,64
5861,1654761984.7220595,12347.5,38594560,70.04188537597656,2233.433349609375,-29.620731353759766,-53.09346008300781,37.93049621582031,-14.457767486572266,64
5862,1654761986.2382343,12347.5,38599680,19.904680252075195,1643.5250244140625,-303.5564880371094,-293.99603271484375,4.897387504577637,-14.457856178283691,64
5863,1654761989.4141743,12347.5,38609920,24.530460357666016,1811.114501953125,72.67469787597656,43.605140686035156,43.480525970458984,-14.410965919494629,64
5864,1654761992.5738223,12352.5,38620160,75.63977813720703,2000.2181396484375,-104.6537094116211,-108.6670913696289,18.416805267333984,-14.403422355651855,64
5865,1654761994.0834587,12352.5,38625280,24.531360626220703,1961.44140625,540.1982421875,470.6331787109375,83.91950988769531,-14.35442066192627,64
5866,1654761995.6418257,12357.5,38630400,35.41616439819336,1693.5731201171875,196.4479522705078,156.2681427001953,54.523719787597656,-14.343914985656738,64
5867,1654761997.2810876,12357.5,38635520,39.221343994140625,1914.8701171875,-16.646011352539062,-23.9957275390625,21.60186004638672,-14.252143859863281,64
5868,1654761998.8505664,12357.5,38640640,22.999910354614258,1758.815673828125,-200.96934509277344,-191.7672576904297,5.013635158538818,-14.21573257446289,64
5869,1654762000.4934268,12362.5,38645760,28.771677017211914,1776.913330078125,62.644893646240234,44.381954193115234,32.51337432861328,-14.2504301071167,64
5870,1654762002.1573684,12362.5,38650880,62.4746208190918,2024.5797119140625,-77.66401672363281,-80.06379699707031,16.610565185546875,-14.210782051086426,64
5871,1654762003.7965705,12362.5,38656000,54.47754669189453,2062.697998046875,-150.33726501464844,-146.80763244628906,10.738189697265625,-14.267815589904785,64
5872,1654762007.239298,12367.5,38666240,70.75980377197266,1991.578369140625,53.43561935424805,48.08127975463867,19.884870529174805,-14.530529975891113,64
5873,1654762011.9487398,12372.5,38681600,-17.350374221801758,2306.5869140625,-149.843994140625,-148.17417907714844,12.886878967285156,-14.55670166015625,64
5874,1654762018.209785,12377.6,38702080,25.719619750976562,2321.14013671875,-75.22373962402344,-82.02754211425781,21.352603912353516,-14.548803329467773,64
5875,1654762019.8779073,12382.6,38707200,62.34058380126953,2150.17578125,-215.98928833007812,-204.86080932617188,3.4208426475524902,-14.549312591552734,64
5876,1654762021.4218032,12382.6,38712320,25.639713287353516,2149.271240234375,-98.30712127685547,-97.45079803466797,13.740687370300293,-14.597010612487793,64
5877,1654762023.017801,12382.6,38717440,11.889583587646484,1972.3016357421875,206.52088928222656,173.69219970703125,47.50935363769531,-14.68066120147705,64
5878,1654762024.597257,12382.6,38722560,-3.910740613937378,2103.269287109375,-10.733321189880371,-24.60263442993164,28.460750579833984,-14.591437339782715,64
5879,1654762026.2355752,12387.6,38727680,36.50934982299805,2305.226318359375,126.37165832519531,106.27998352050781,34.50002670288086,-14.408352851867676,64
5880,1654762027.9098814,12387.6,38732800,21.728160858154297,2124.13671875,-141.1246337890625,-144.11260986328125,17.36963653564453,-14.381662368774414,64
5881,1654762029.5219383,12387.6,38737920,48.18813705444336,2005.4215087890625,-121.22187042236328,-126.96611022949219,20.13288688659668,-14.388646125793457,64
5882,1654762031.1638994,12392.6,38743040,-5.4202961921691895,2253.339599609375,-126.8153305053711,-121.62055969238281,9.231264114379883,-14.426032066345215,64
5883,1654762034.3317444,12392.6,38753280,63.18254852294922,1971.1351318359375,534.4299926757812,459.11566162109375,89.67034912109375,-14.356002807617188,64
5884,1654762035.9564965,12397.6,38758400,60.473899841308594,2158.427978515625,389.4592590332031,315.98016357421875,87.76904296875,-14.289950370788574,64
5885,1654762037.4835463,12397.6,38763520,86.28695678710938,2145.628173828125,44.34450149536133,11.113849639892578,47.493072509765625,-14.262420654296875,64
5886,1654762039.101292,12397.6,38768640,55.741111755371094,1917.8687744140625,285.49163818359375,234.66873168945312,65.051513671875,-14.228617668151855,64
5887,1654762040.7240658,12402.6,38773760,48.99738311767578,1747.092041015625,-57.23442077636719,-73.164306640625,30.120893478393555,-14.191010475158691,64
5888,1654762042.2847552,12402.6,38778880,-7.820084095001221,1999.6787109375,113.78936004638672,76.34429931640625,51.68292999267578,-14.237862586975098,64
5889,1654762043.9752686,12402.6,38784000,13.165565490722656,2135.91064453125,87.66938781738281,68.40826416015625,33.39155197143555,-14.130434036254883,64
5890,1654762045.5472276,12407.6,38789120,97.81558990478516,2052.614501953125,174.80984497070312,121.21062469482422,67.71468353271484,-14.115457534790039,64
5891,1654762048.6922746,12407.6,38799360,31.933956146240234,1824.8033447265625,-236.97305297851562,-235.4039306640625,12.537513732910156,-14.106632232666016,64
5892,1654762055.0191119,12417.6,38819840,-0.6203749179840088,2017.3955078125,162.22203063964844,130.9747314453125,45.428672790527344,-14.181386947631836,64
5893,1654762056.7020743,12417.6,38824960,94.69277954101562,1774.6610107421875,-251.23214721679688,-245.33529663085938,8.250110626220703,-14.14696216583252,64
5894,1654762058.3670807,12417.6,38830080,69.239501953125,1870.02734375,441.05792236328125,376.1313171386719,79.08583068847656,-14.159225463867188,64
5895,1654762059.9818954,12422.6,38835200,49.88023376464844,1951.2293701171875,107.50035858154297,79.35298919677734,42.285404205322266,-14.138038635253906,64
5896,1654762061.6211698,12422.6,38840320,95.66349792480469,1843.870361328125,290.7914123535156,245.7471160888672,59.090858459472656,-14.046582221984863,64
5897,1654762064.8415067,12427.6,38850560,71.04019165039062,2227.891357421875,-60.74800109863281,-72.0435791015625,25.384523391723633,-14.088943481445312,64
5898,1654762066.5306401,12427.6,38855680,44.98074722290039,2257.0625,-41.77019500732422,-56.283592224121094,28.66054916381836,-14.1471529006958,64
5899,1654762068.1360514,12427.6,38860800,90.18010711669922,2183.841552734375,49.91661071777344,39.89891815185547,24.31330108642578,-14.295607566833496,64
5900,1654762069.8054426,12432.6,38865920,43.56202697753906,1953.4140625,180.77928161621094,155.3543701171875,39.72590255737305,-14.301000595092773,64
5901,1654762076.1330926,12437.6,38886400,44.422515869140625,1984.8187255859375,168.7196502685547,148.90875244140625,34.0523567199707,-14.241454124450684,64
5902,1654762077.6887376,12437.6,38891520,64.46372985839844,2271.45361328125,-147.10890197753906,-159.9039764404297,27.000438690185547,-14.20536994934082,64
5903,1654762079.3514032,12437.6,38896640,54.910133361816406,2211.513671875,33.211769104003906,9.918113708496094,37.564903259277344,-14.271248817443848,64
5904,1654762080.9846184,12442.6,38901760,38.989723205566406,2095.59521484375,355.302490234375,312.65655517578125,56.989830017089844,-14.34390640258789,64
5905,1654762082.5745778,12442.6,38906880,26.424842834472656,2000.3714599609375,-90.52405548095703,-108.76558685302734,32.54466247558594,-14.303132057189941,64
5906,1654762085.7760165,12447.6,38917120,24.829341888427734,1967.3734130859375,-80.25624084472656,-96.5689926147461,30.78557014465332,-14.472817420959473,64
5907,1654762087.4330654,12447.6,38922240,68.60784912109375,2089.65283203125,-128.36729431152344,-149.74420166015625,35.83772659301758,-14.460819244384766,64
5908,1654762089.0224795,12447.6,38927360,-2.9104745388031006,2153.424560546875,-16.095016479492188,-27.591421127319336,25.971372604370117,-14.474968910217285,64
5909,1654762090.6600635,12452.6,38932480,70.38450622558594,2335.753173828125,-276.25177001953125,-275.5179443359375,13.875242233276367,-14.609066009521484,64
5910,1654762092.3457196,12452.6,38937600,-3.0102741718292236,1967.2884521484375,28.315059661865234,13.20197868347168,29.750381469726562,-14.637303352355957,64
5911,1654762093.9828246,12452.6,38942720,55.38121795654297,2356.608154296875,-157.10333251953125,-155.95431518554688,13.49789810180664,-14.646904945373535,64
5912,1654762095.5923877,12457.6,38947840,95.3389892578125,2341.284912109375,-61.23929977416992,-66.52297973632812,19.921932220458984,-14.638252258300781,64
5913,1654762098.874036,12457.6,38958080,52.36132049560547,2087.190673828125,36.67123031616211,21.605573654174805,29.55083465576172,-14.485179901123047,64
5914,1654762102.0236273,12462.6,38968320,-30.570707321166992,2438.8984375,-69.87109375,-83.53428649902344,28.302547454833984,-14.63935661315918,64
5915,1654762105.1272988,12467.6,38978560,46.68137741088867,2263.39453125,118.16087341308594,101.15019989013672,31.738529205322266,-14.727858543395996,64
5916,1654762106.7463417,12467.6,38983680,26.499711990356445,2276.150390625,269.45684814453125,196.20130920410156,87.87212371826172,-14.61656379699707,64
5917,1654762109.8484662,12472.7,38993920,62.90819549560547,2073.33447265625,297.72100830078125,252.35313415527344,59.890472412109375,-14.522597312927246,64
5918,1654762111.3259778,12472.7,38999040,26.29533576965332,2539.277587890625,-240.8802032470703,-233.72021484375,7.269248008728027,-14.429235458374023,64
5919,1654762114.5605133,12472.7,39009280,22.50732421875,1992.9754638671875,-16.22972869873047,-30.786693572998047,29.078371047973633,-14.521405220031738,64
5920,1654762116.2273152,12477.7,39014400,51.223445892333984,2137.919921875,-200.52452087402344,-196.78089904785156,10.652104377746582,-14.395720481872559,64
5921,1654762117.877705,12477.7,39019520,-0.2505856454372406,2395.845458984375,-123.95121765136719,-121.64726257324219,12.140085220336914,-14.444037437438965,64
5922,1654762119.4332194,12477.7,39024640,22.686241149902344,2359.285888671875,-196.00955200195312,-194.11065673828125,12.57441520690918,-14.473307609558105,64
5923,1654762121.0152562,12482.7,39029760,-4.540935516357422,2380.577880859375,-22.041189193725586,-31.131977081298828,23.53884506225586,-14.448057174682617,64
5924,1654762122.830314,12482.7,39034880,79.24916076660156,2024.2425537109375,-121.44453430175781,-118.90107727050781,11.575176239013672,-14.118635177612305,64
5925,1654762124.432724,12482.7,39040000,-34.09837341308594,2607.681396484375,-186.24937438964844,-177.59661865234375,5.501334190368652,-14.154077529907227,64
5926,1654762125.9087276,12487.7,39045120,55.582427978515625,2087.30615234375,55.25730514526367,34.06185531616211,35.406837463378906,-14.211383819580078,64
5927,1654762129.0714753,12487.7,39055360,12.805886268615723,2344.50634765625,-127.8963623046875,-127.78915405273438,14.328554153442383,-14.435762405395508,64
5928,1654762130.5988953,12492.7,39060480,26.410778045654297,2379.04931640625,155.03460693359375,116.32907104492188,53.203819274902344,-14.498294830322266,64
5929,1654762132.2079136,12492.7,39065600,56.277896881103516,2059.28564453125,380.66644287109375,340.89801025390625,54.246665954589844,-14.478236198425293,64
5930,1654762133.8547158,12492.7,39070720,97.12850952148438,2356.27978515625,80.46315002441406,68.75950622558594,26.239973068237305,-14.536334037780762,64
5931,1654762135.4304748,12497.7,39075840,97.88145446777344,2243.058349609375,-154.93304443359375,-149.85208129882812,9.359468460083008,-14.440423011779785,64
5932,1654762137.0228643,12497.7,39080960,16.879783630371094,1969.438720703125,17.67399024963379,1.411412239074707,30.751007080078125,-14.488428115844727,64
5933,1654762140.191044,12502.7,39091200,63.77088165283203,2090.718994140625,62.1639518737793,36.19583511352539,40.497833251953125,-14.52971363067627,64
5934,1654762143.4435134,12502.7,39101440,21.347511291503906,2215.1357421875,-242.35365295410156,-242.16983032226562,14.098499298095703,-14.28231430053711,64
5935,1654762145.046057,12507.7,39106560,37.84999084472656,2309.6005859375,-56.012332916259766,-61.805519104003906,20.09583282470703,-14.302647590637207,64
5936,1654762146.7289402,12507.7,39111680,24.745838165283203,1960.375,-20.044448852539062,-25.538869857788086,19.84280014038086,-14.34837818145752,64
5937,1654762148.2668836,12507.7,39116800,52.29053497314453,2599.356201171875,193.56565856933594,162.96792602539062,45.190311431884766,-14.592578887939453,64
5938,1654762153.123292,12512.7,39132160,31.841983795166016,2081.815185546875,-146.6211700439453,-140.33212280273438,8.386478424072266,-14.675518989562988,64
5939,1654762154.78608,12517.7,39137280,24.17081642150879,2509.75732421875,-48.784271240234375,-57.340049743652344,23.298885345458984,-14.743104934692383,64
5940,1654762156.3521757,12517.7,39142400,27.32149887084961,2223.055419921875,-100.30238342285156,-105.58328247070312,19.979267120361328,-14.698362350463867,64
5941,1654762157.8716552,12517.7,39147520,18.856060028076172,2522.32275390625,-25.970523834228516,-34.23273849487305,22.99395179748535,-14.731738090515137,64
5942,1654762159.448204,12517.7,39152640,-0.6203497648239136,2277.16796875,-71.21671295166016,-70.52456665039062,14.207990646362305,-14.900139808654785,64
5943,1654762161.0155702,12522.7,39157760,66.27383422851562,2281.99755859375,47.156803131103516,39.3600959777832,22.71550178527832,-14.918797492980957,64
5944,1654762162.6239748,12522.7,39162880,50.87834930419922,2280.940673828125,-190.1509552001953,-191.35723876953125,16.21384048461914,-15.007551193237305,64
5945,1654762165.7504113,12527.7,39173120,17.77066421508789,2136.59033203125,-103.1197280883789,-109.83438110351562,21.713829040527344,-14.999175071716309,64
5946,1654762167.2629278,12527.7,39178240,51.93291091918945,2140.146240234375,29.54248046875,22.346908569335938,22.23895263671875,-15.043381690979004,64
5947,1654762168.8837438,12527.7,39183360,53.47453308105469,2560.51171875,191.15155029296875,158.76736450195312,47.42416763305664,-15.039971351623535,64
5948,1654762170.5215735,12532.7,39188480,53.02143096923828,1976.980712890625,46.84479904174805,40.90041732788086,20.9597110748291,-15.01533031463623,64
5949,1654762172.2453468,12532.7,39193600,70.28175354003906,2281.302978515625,21.891769409179688,12.323738098144531,24.39122200012207,-14.823189735412598,64
5950,1654762173.9188986,12532.7,39198720,35.50522232055664,1898.0302734375,204.78106689453125,166.06515502929688,53.64091873168945,-14.925005912780762,64
5951,1654762175.4577475,12537.7,39203840,70.77711486816406,2266.591796875,-185.30136108398438,-178.65374755859375,8.142389297485352,-14.790000915527344,64
5952,1654762177.144587,12537.7,39208960,65.06383514404297,2214.728515625,129.41551208496094,106.9672622680664,37.25922393798828,-14.810976028442383,64
5953,1654762180.3264272,12542.7,39219200,13.566238403320312,2102.984619140625,36.94596862792969,25.377084732055664,26.1884708404541,-14.619586944580078,64
5954,1654762181.8730133,12542.7,39224320,40.923160552978516,2290.440185546875,-200.49623107910156,-193.75369262695312,8.05423355102539,-14.796772003173828,64
5955,1654762185.0171862,12547.7,39234560,62.449554443359375,2095.733154296875,130.1571044921875,101.43316650390625,43.457027435302734,-14.733091354370117,64
5956,1654762186.5723202,12547.7,39239680,-36.900081634521484,2104.375244140625,60.847835540771484,45.56893539428711,29.841903686523438,-14.563008308410645,64
5957,1654762188.1879523,12547.7,39244800,89.38847351074219,2407.6005859375,60.63648223876953,50.0238151550293,25.046829223632812,-14.434164047241211,64
5958,1654762189.803432,12552.7,39249920,8.529640197753906,2028.5546875,47.68107986450195,34.21553039550781,27.978700637817383,-14.513150215148926,64
5959,1654762191.3410842,12552.7,39255040,144.94851684570312,2050.261474609375,-197.544189453125,-194.53575134277344,11.439652442932129,-14.448090553283691,64
5960,1654762194.454611,12552.7,39265280,-2.006793975830078,2302.116455078125,188.54898071289062,158.97694396972656,44.11349105834961,-14.541463851928711,64
5961,1654762197.6859868,12557.7,39275520,73.9102783203125,2457.466552734375,358.1440124511719,308.26068115234375,64.21984100341797,-14.336503982543945,64
5962,1654762199.2910008,12557.7,39280640,60.17163848876953,2010.5003662109375,223.33160400390625,191.59718322753906,45.990135192871094,-14.25571060180664,64
5963,1654762201.0451295,12562.7,39285760,27.800827026367188,2175.676025390625,166.24081420898438,131.92477416992188,48.59031677246094,-14.274270057678223,64
5964,1654762202.6363084,12562.7,39290880,42.50114440917969,2150.78955078125,-265.7650451660156,-255.91714477539062,4.347917079925537,-14.195813179016113,64
5965,1654762209.0412314,12567.7,39311360,63.911163330078125,2162.296875,-159.05686950683594,-179.53933715820312,34.64643859863281,-14.163965225219727,64
5966,1654762210.651094,12572.7,39316480,-17.88094711303711,2141.159423828125,78.44709014892578,43.793582916259766,48.86743927001953,-14.213937759399414,64
5967,1654762217.0166469,12577.7,39336960,9.790346145629883,2242.095947265625,-198.26171875,-201.55909729003906,17.520286560058594,-14.222908020019531,64
5968,1654762218.648709,12577.7,39342080,79.04718780517578,2235.40478515625,-226.20672607421875,-214.68792724609375,2.7296862602233887,-14.248489379882812,64
5969,1654762220.3079815,12582.8,39347200,-1.6421184539794922,1933.3968505859375,-208.3611297607422,-209.287109375,15.205381393432617,-14.279398918151855,64
5970,1654762221.9247146,12582.8,39352320,33.69035720825195,2244.986083984375,-115.1358642578125,-115.27476501464844,14.461160659790039,-14.322260856628418,64
5971,1654762223.4604409,12582.8,39357440,75.08161163330078,2169.2236328125,-55.33671569824219,-55.008907318115234,13.982269287109375,-14.310076713562012,64
5972,1654762225.1025515,12587.8,39362560,22.33478355407715,2381.143798828125,53.813812255859375,39.95260238647461,28.189533233642578,-14.328324317932129,64
5973,1654762226.692863,12587.8,39367680,119.11686706542969,2073.363037109375,-159.49302673339844,-151.83612060546875,6.566071033477783,-14.222975730895996,64
5974,1654762228.3117747,12587.8,39372800,27.22037696838379,1979.0565185546875,68.00550079345703,37.36894989013672,44.90419006347656,-14.267641067504883,64
5975,1654762229.9060771,12592.8,39377920,58.986000061035156,2582.537841796875,562.7871704101562,361.277587890625,215.7525634765625,-14.242982864379883,64
5976,1654762233.275046,12592.8,39388160,139.2652587890625,2013.2330322265625,-26.51803207397461,-47.87407302856445,35.599037170410156,-14.242995262145996,64
5977,1654762236.5278475,12597.8,39398400,18.970870971679688,2050.881591796875,-150.26904296875,-146.51983642578125,10.399770736694336,-14.148963928222656,64
5978,1654762241.4675782,12602.8,39413760,68.27395629882812,2163.9873046875,3.5936193466186523,-1.5561256408691406,19.60028648376465,-14.450541496276855,64
5979,1654762243.1261642,12602.8,39418880,41.23877716064453,2011.7313232421875,-14.832741737365723,-31.840919494628906,31.492002487182617,-14.483824729919434,64
5980,1654762244.7025938,12602.8,39424000,11.494867324829102,2112.774169921875,5.125907897949219,-37.244468688964844,56.81184387207031,-14.44146728515625,64
5981,1654762247.9692388,12607.8,39434240,64.07037353515625,2077.45849609375,182.84263610839844,148.64138793945312,48.67628860473633,-14.4750337600708,64
5982,1654762249.5298162,12607.8,39439360,37.183250427246094,2163.289794921875,498.174072265625,328.314697265625,184.33506774902344,-14.475716590881348,64
5983,1654762251.075375,12612.8,39444480,34.20484924316406,2197.480224609375,-215.87652587890625,-206.2010498046875,4.715084075927734,-14.390570640563965,64
5984,1654762252.6654336,12612.8,39449600,31.04949188232422,2139.925048828125,186.10354614257812,156.96295166015625,43.593284606933594,-14.452703475952148,64
5985,1654762254.361885,12612.8,39454720,21.867067337036133,2168.507568359375,-113.87261199951172,-117.23616027832031,17.806930541992188,-14.443384170532227,64
5986,1654762256.0983362,12617.8,39459840,45.899322509765625,2056.148193359375,178.60733032226562,140.12359619140625,53.045623779296875,-14.561884880065918,64
5987,1654762259.358637,12617.8,39470080,-15.080608367919922,2193.171875,-166.97775268554688,-164.45599365234375,11.857994079589844,-14.379766464233398,64
5988,1654762260.9759629,12623.0,39475200,85.80941772460938,1838.345703125,118.50650787353516,99.96647644042969,32.90074157714844,-14.360711097717285,64
5989,1654762262.6329274,12623.0,39480320,76.57180786132812,2083.497802734375,-160.89488220214844,-156.857421875,10.225908279418945,-14.263373374938965,64
5990,1654762264.2313213,12623.0,39485440,105.47640991210938,2221.275390625,75.08863830566406,61.28912353515625,28.09750747680664,-14.297989845275879,64
5991,1654762265.8797596,12628.0,39490560,35.13505172729492,1988.224609375,13.812782287597656,-13.682083129882812,41.71843719482422,-14.22357177734375,64
5992,1654762267.478396,12628.0,39495680,-4.579681396484375,1906.7125244140625,154.1888427734375,119.89374542236328,48.53089141845703,-14.235793113708496,64
5993,1654762269.0507288,12628.0,39500800,51.24999237060547,2096.9248046875,156.32192993164062,126.59003448486328,43.904964447021484,-14.173063278198242,64
5994,1654762272.171811,12633.0,39511040,50.963497161865234,2355.39599609375,238.7655029296875,194.11434936523438,59.07414245605469,-14.422990798950195,64
5995,1654762273.7231095,12633.0,39516160,66.41522216796875,2041.4375,-126.61508178710938,-129.56661987304688,17.37145233154297,-14.419910430908203,64
5996,1654762275.3498743,12638.0,39521280,56.35514831542969,2228.556640625,-145.91943359375,-144.987060546875,13.602766036987305,-14.535139083862305,64
5997,1654762276.945313,12638.0,39526400,52.201812744140625,2281.193115234375,-32.63996887207031,-44.07496643066406,26.039630889892578,-14.604635238647461,64
5998,1654762280.210995,12643.0,39536640,69.33645629882812,2074.360107421875,196.90139770507812,175.58120727539062,36.145938873291016,-14.825736999511719,64
5999,1654762285.1051168,12648.0,39552000,72.91062927246094,1997.1102294921875,239.0221710205078,198.706787109375,55.03593444824219,-14.72055721282959,64
6000,1654762286.751692,12648.0,39557120,56.61485290527344,1959.185546875,268.4039001464844,191.8887939453125,91.23579406738281,-14.720680236816406,64
6001,1654762288.5187643,12648.0,39562240,2.6095333099365234,1905.5992431640625,300.0479736328125,238.4265594482422,76.33589172363281,-14.714485168457031,64
6002,1654762290.1584105,12653.0,39567360,73.61476135253906,2148.561767578125,-50.6795768737793,-53.57002258300781,17.492919921875,-14.6024751663208,64
6003,1654762291.7290008,12653.0,39572480,48.1857795715332,2155.849853515625,21.309310913085938,-1.2971153259277344,37.155941009521484,-14.549514770507812,64
6004,1654762293.448976,12653.0,39577600,96.29159545898438,1973.9322509765625,80.27460479736328,55.920997619628906,38.737060546875,-14.383456230163574,64
6005,1654762295.111939,12658.0,39582720,-6.490457057952881,2115.78271484375,251.55088806152344,219.44879150390625,46.540550231933594,-14.438467025756836,64
6006,1654762296.7820256,12658.0,39587840,76.93353271484375,1947.1004638671875,294.9161071777344,241.21170043945312,68.1874008178711,-14.483010292053223,64
6007,1654762298.4299076,12658.0,39592960,73.27774810791016,2080.49951171875,-110.50611114501953,-124.10940551757812,28.052309036254883,-14.449014663696289,64
6008,1654762301.6065943,12663.0,39603200,93.46598815917969,1721.8424072265625,39.874263763427734,15.417959213256836,38.846351623535156,-14.390049934387207,64
6009,1654762303.1347327,12663.0,39608320,28.38016128540039,2362.5126953125,-160.20877075195312,-162.12522888183594,16.24318504333496,-14.3267183303833,64
6010,1654762306.456765,12668.0,39618560,69.82589721679688,2537.068115234375,-39.33789825439453,-53.96644592285156,28.91303825378418,-14.284490585327148,64
6011,1654762308.179517,12668.0,39623680,49.6266975402832,1908.9217529296875,-28.463611602783203,-48.76853942871094,34.606544494628906,-14.301617622375488,64
6012,1654762312.9838638,12673.0,39639040,61.704708099365234,2115.09619140625,-96.31076049804688,-118.34625244140625,36.286842346191406,-14.251352310180664,64
6013,1654762314.5727568,12673.0,39644160,39.01564407348633,1985.1063232421875,19.27925682067871,-0.25887489318847656,33.75505065917969,-14.216920852661133,64
6014,1654762316.2823691,12678.0,39649280,91.15961456298828,1739.235595703125,54.784278869628906,36.8251953125,31.991247177124023,-14.032166481018066,64
6015,1654762317.9006357,12678.0,39654400,50.720542907714844,1967.7685546875,311.284423828125,260.63177490234375,64.67449188232422,-14.021846771240234,64
6016,1654762319.5587642,12678.0,39659520,69.67859649658203,1869.6551513671875,-126.93265533447266,-151.50726318359375,38.61053466796875,-14.035924911499023,64
6017,1654762324.3394506,12683.1,39674880,-1.6399952173233032,1814.021484375,229.3044891357422,194.84803771972656,48.388755798339844,-13.932303428649902,64
6018,1654762325.9410667,12688.1,39680000,34.3436279296875,2231.23583984375,126.00767517089844,88.99193572998047,50.926544189453125,-13.910811424255371,64
6019,1654762327.5939183,12688.1,39685120,53.1400260925293,2296.57666015625,269.1075134277344,223.86215209960938,59.085365295410156,-13.839994430541992,64
6020,1654762330.976927,12693.1,39695360,43.8817024230957,2428.333740234375,29.744243621826172,6.237232208251953,37.290313720703125,-13.78330135345459,64
6021,1654762332.6263049,12693.1,39700480,75.19902038574219,1768.4959716796875,-43.28433609008789,-61.790992736816406,32.37646484375,-13.8698091506958,64
6022,1654762339.114802,12698.1,39720960,69.0592041015625,2047.4691162109375,102.70990753173828,80.46334838867188,35.911746978759766,-13.665184020996094,64
6023,1654762340.73063,12703.1,39726080,52.47817611694336,1997.8260498046875,-247.474609375,-273.98260498046875,40.05915069580078,-13.551155090332031,64
6024,1654762342.3841038,12703.1,39731200,29.559545516967773,2092.38330078125,-71.07099151611328,-73.18913269042969,15.670454025268555,-13.55231761932373,64
6025,1654762344.0674207,12703.1,39736320,59.98185348510742,2096.283203125,-118.76851654052734,-139.13890075683594,34.02007293701172,-13.649687767028809,64
6026,1654762345.642762,12708.1,39741440,64.27216339111328,1812.2340087890625,-16.85556411743164,-28.414669036865234,25.299644470214844,-13.740538597106934,64
6027,1654762347.2807994,12708.1,39746560,23.6108341217041,2228.906005859375,-272.42791748046875,-279.88763427734375,21.26034164428711,-13.800625801086426,64
6028,1654762352.0751703,12713.1,39761920,34.40011215209961,1774.2056884765625,54.42903137207031,36.763545989990234,31.585525512695312,-13.9200439453125,64
6029,1654762355.172869,12718.1,39772160,19.56997299194336,1717.3170166015625,205.39883422851562,154.52310180664062,64.90408325195312,-14.028355598449707,64
6030,1654762358.3363378,12718.1,39782400,29.29995346069336,2510.01806640625,45.93326187133789,30.476837158203125,29.627948760986328,-14.171524047851562,64
6031,1654762359.9438343,12718.1,39787520,29.298885345458984,1769.6148681640625,242.42141723632812,196.7440643310547,59.83063507080078,-14.153286933898926,64
6032,1654762361.572445,12723.1,39792640,-0.7503504753112793,1950.3641357421875,190.17498779296875,158.74859619140625,45.513519287109375,-14.087122917175293,64
6033,1654762363.2872386,12723.1,39797760,61.45189666748047,2109.871826171875,171.1866912841797,136.1634063720703,49.09263610839844,-14.069352149963379,64
6034,1654762364.980293,12723.1,39802880,53.55961990356445,1649.7508544921875,-29.026775360107422,-50.21614074707031,35.262142181396484,-14.07277774810791,64
6035,1654762366.65603,12728.1,39808000,66.75054168701172,2177.19677734375,-276.3451232910156,-275.6575012207031,13.214773178100586,-13.902390480041504,64
6036,1654762368.2515202,12728.1,39813120,24.969865798950195,1671.703125,101.52864074707031,76.17825317382812,39.26860809326172,-13.91822338104248,64
6037,1654762369.8120754,12728.1,39818240,18.529874801635742,1783.1796875,-3.264767646789551,-12.301239013671875,23.012123107910156,-13.975651741027832,64
6038,1654762371.3445477,12733.1,39823360,56.6828727722168,2117.219970703125,-13.542075157165527,-47.651344299316406,48.194061279296875,-14.084792137145996,64
6039,1654762373.1394248,12733.1,39828480,56.98420333862305,1833.848876953125,-230.18069458007812,-237.433837890625,21.15093231201172,-13.89778995513916,64
6040,1654762374.724608,12733.1,39833600,34.11217498779297,2236.980224609375,-54.10215759277344,-72.25348663330078,32.028343200683594,-13.87701416015625,64
