# _tick,_time,train_seconds,step,mean_episode_return,mean_episode_step,total_loss,pg_loss,baseline_loss,entropy_loss,learner_queue_size
3448,1654757151.6394284,7511.0,23188480,35.9927978515625,1898.495361328125,92.5144271850586,60.10237503051758,46.61682891845703,-14.204777717590332,64
3449,1654757155.042567,7516.0,23198720,26.685413360595703,1953.762939453125,38.92050552368164,7.80778694152832,45.1956901550293,-14.08297348022461,64
3450,1654757156.5971158,7516.0,23203840,1.5245755910873413,1900.7259521484375,-207.9495849609375,-209.83482360839844,16.118133544921875,-14.232900619506836,64
3451,1654757158.1959426,7521.0,23208960,9.659858703613281,2002.268798828125,296.6930236816406,250.78363037109375,60.1662483215332,-14.256866455078125,64
3452,1654757159.940231,7521.0,23214080,38.399993896484375,1915.1171875,-118.70359802246094,-116.0003890991211,11.481663703918457,-14.184871673583984,64
3453,1654757161.6052346,7521.0,23219200,-28.38104248046875,2222.944580078125,104.00144958496094,86.16606903076172,32.080841064453125,-14.245460510253906,64
3454,1654757163.208186,7526.0,23224320,73.56269073486328,1986.8919677734375,-67.70375061035156,-83.4965591430664,30.071178436279297,-14.278368949890137,64
3455,1654757164.7971766,7526.0,23229440,8.119667053222656,1938.3397216796875,-8.232748985290527,-19.20448875427246,25.323068618774414,-14.35132884979248,64
3456,1654757166.3448243,7526.0,23234560,37.12055587768555,2112.981201171875,-149.76980590820312,-139.98043823242188,4.740763187408447,-14.530131340026855,64
3457,1654757168.0355105,7526.0,23239680,38.52589797973633,1993.9168701171875,143.01016235351562,116.9716796875,40.62907409667969,-14.590595245361328,64
3458,1654757169.664998,7531.0,23244800,28.169780731201172,1797.2703857421875,179.40042114257812,150.92410278320312,43.006187438964844,-14.52988338470459,64
3459,1654757171.305338,7531.0,23249920,162.783935546875,2112.5625,56.07591247558594,36.868988037109375,33.759681701660156,-14.552756309509277,64
3460,1654757172.905559,7531.0,23255040,50.94160842895508,1814.6336669921875,96.26387786865234,81.12380981445312,29.67423439025879,-14.534162521362305,64
3461,1654757174.5267186,7536.0,23260160,1.9963301420211792,2177.434814453125,-23.615375518798828,-36.9814567565918,28.072772979736328,-14.70669174194336,64
3462,1654757176.16561,7536.0,23265280,17.354598999023438,1738.103515625,-2.5496397018432617,-14.982995986938477,26.86379623413086,-14.430439949035645,64
3463,1654757177.7797499,7536.0,23270400,19.58574867248535,1854.510986328125,-19.135578155517578,-33.826393127441406,29.12347412109375,-14.432659149169922,64
3464,1654757179.4111083,7541.0,23275520,18.690080642700195,1910.6236572265625,-49.718711853027344,-58.023616790771484,22.643978118896484,-14.339071273803711,64
3465,1654757181.0631056,7541.0,23280640,72.6220703125,1977.8441162109375,-105.33296966552734,-114.76948547363281,23.841472625732422,-14.404963493347168,64
3466,1654757182.6629581,7541.0,23285760,5.13986873626709,1842.0736083984375,69.47403717041016,53.11445617675781,30.830238342285156,-14.470656394958496,64
3467,1654757184.2376535,7546.1,23290880,23.54299545288086,2224.248046875,-48.101898193359375,-61.674896240234375,28.053016662597656,-14.480016708374023,64
3468,1654757185.8749855,7546.1,23296000,61.156211853027344,1699.9642333984375,-65.8523178100586,-76.2745361328125,24.925174713134766,-14.50295639038086,64
3469,1654757187.4747648,7546.1,23301120,0.7696771621704102,1749.8125,63.998199462890625,55.472068786621094,22.981700897216797,-14.455564498901367,64
3470,1654757189.0986876,7551.1,23306240,58.09966278076172,1896.571533203125,8.27613353729248,-6.509092330932617,29.289718627929688,-14.50449275970459,64
3471,1654757190.748147,7551.1,23311360,35.939571380615234,1959.9627685546875,-82.2025375366211,-91.56559753417969,23.851486206054688,-14.488428115844727,64
3472,1654757192.3909907,7551.1,23316480,4.509466171264648,1965.9697265625,84.58063507080078,75.75164031982422,23.22744369506836,-14.398447036743164,64
3473,1654757194.000258,7556.1,23321600,177.92251586914062,1915.75390625,250.49229431152344,214.98538208007812,49.94877624511719,-14.441851615905762,64
3474,1654757195.5696673,7556.1,23326720,23.475650787353516,1645.9671630859375,99.75532531738281,76.90426635742188,37.28163146972656,-14.43056869506836,64
3475,1654757200.5167823,7561.1,23342080,80.98342895507812,1579.7945556640625,97.26205444335938,65.87554931640625,45.41225051879883,-14.025738716125488,64
3476,1654757203.708084,7566.1,23352320,38.26708221435547,1767.0494384765625,-139.5187225341797,-145.62237548828125,20.206106185913086,-14.102453231811523,64
3477,1654757205.3042264,7566.1,23357440,37.276519775390625,1917.7099609375,150.11416625976562,119.1904296875,45.05112075805664,-14.1273832321167,64
3478,1654757210.1649332,7571.1,23372800,-2.490490198135376,2247.556396484375,-201.05465698242188,-206.14273071289062,19.263513565063477,-14.175447463989258,64
3479,1654757211.8690257,7571.1,23377920,12.754460334777832,1785.55078125,-90.45051574707031,-97.6236572265625,21.390151977539062,-14.217011451721191,64
3480,1654757213.516195,7576.1,23383040,23.21997833251953,2098.600341796875,-134.96669006347656,-128.0688018798828,7.297215938568115,-14.195099830627441,64
3481,1654757215.2057772,7576.1,23388160,61.510643005371094,1982.9873046875,-22.815662384033203,-39.70610046386719,31.146438598632812,-14.255999565124512,64
3482,1654757216.8553753,7576.1,23393280,88.77448272705078,1768.2000732421875,7.397585868835449,-5.3302459716796875,27.02122688293457,-14.293395042419434,64
3483,1654757220.021554,7581.1,23403520,31.78125762939453,1770.559814453125,-161.510498046875,-162.70211791992188,15.329496383666992,-14.1378812789917,64
3484,1654757223.147148,7581.1,23413760,29.729907989501953,1877.9293212890625,115.06903839111328,102.52700805664062,26.537355422973633,-13.995326042175293,64
3485,1654757224.7032084,7586.1,23418880,150.63778686523438,2371.468505859375,50.451148986816406,31.01862144470215,33.366275787353516,-13.933748245239258,64
3486,1654757226.2880647,7586.1,23424000,41.01036071777344,1824.057861328125,141.63235473632812,105.94529724121094,49.59773254394531,-13.910676002502441,64
3487,1654757229.4393196,7591.1,23434240,13.350967407226562,1957.296875,41.421016693115234,14.765365600585938,40.61815643310547,-13.962505340576172,64
3488,1654757231.080782,7591.1,23439360,69.86902618408203,1934.740478515625,-151.25332641601562,-152.35784912109375,15.0180082321167,-13.913476943969727,64
3489,1654757232.6736503,7591.1,23444480,24.339691162109375,2364.17626953125,45.36662292480469,15.372886657714844,43.89528274536133,-13.901544570922852,64
3490,1654757234.3453298,7596.1,23449600,17.249757766723633,2179.32275390625,85.65483093261719,68.6089096069336,30.965152740478516,-13.919239044189453,64
3491,1654757237.6210644,7596.1,23459840,3.645364284515381,2037.4583740234375,-114.63440704345703,-118.15199279785156,17.59204864501953,-14.074460983276367,64
3492,1654757244.0996616,7606.1,23480320,-0.07563471794128418,1984.7191162109375,-125.65837860107422,-136.42762756347656,24.797029495239258,-14.027778625488281,64
3493,1654757245.6635616,7606.1,23485440,93.94282531738281,2341.552490234375,-226.43997192382812,-218.98724365234375,6.462341785430908,-13.915064811706543,64
3494,1654757247.2883635,7606.1,23490560,38.290897369384766,2295.687255859375,-176.60940551757812,-173.23141479492188,10.555279731750488,-13.933271408081055,64
3495,1654757250.4471138,7611.1,23500800,69.43690490722656,2199.41455078125,-151.9835968017578,-150.26202392578125,12.276862144470215,-13.998422622680664,64
3496,1654757252.0779862,7611.1,23505920,31.89069938659668,2074.5283203125,46.5196418762207,29.076011657714844,31.469993591308594,-14.026362419128418,64
3497,1654757253.7261906,7616.1,23511040,57.664947509765625,1968.3944091796875,-66.03097534179688,-82.33877563476562,30.264511108398438,-13.956707954406738,64
3498,1654757255.2545214,7616.1,23516160,28.36992835998535,2219.95703125,122.192626953125,92.06317901611328,44.131996154785156,-14.002551078796387,64
3499,1654757258.4951882,7621.1,23526400,23.427593231201172,2205.12060546875,-42.447669982910156,-54.368263244628906,25.789161682128906,-13.868569374084473,64
3500,1654757261.6953528,7621.1,23536640,27.629854202270508,2129.203125,-18.098539352416992,-20.014175415039062,15.735115051269531,-13.819478988647461,64
3501,1654757264.9039893,7626.1,23546880,92.7955551147461,2392.96728515625,308.2392883300781,249.0863037109375,73.28450012207031,-14.131505966186523,64
3502,1654757266.503173,7626.1,23552000,115.75605773925781,2167.91650390625,-184.02786254882812,-173.60826110839844,3.6734676361083984,-14.093055725097656,64
3503,1654757269.7379892,7631.1,23562240,110.2386245727539,2411.729736328125,209.7158660888672,183.69436645507812,40.18602752685547,-14.164533615112305,64
3504,1654757271.3509765,7631.1,23567360,47.26103591918945,2130.368896484375,179.74978637695312,149.15814208984375,44.71439743041992,-14.122756958007812,64
3505,1654757272.9406512,7631.1,23572480,39.282379150390625,2524.889404296875,408.3502502441406,316.8174743652344,105.58364868164062,-14.050883293151855,64
3506,1654757274.6540556,7636.1,23577600,32.50169372558594,2253.2626953125,-101.47221374511719,-99.69276428222656,12.393628120422363,-14.173083305358887,64
3507,1654757277.7741961,7636.1,23587840,81.68269348144531,2652.885498046875,55.155670166015625,36.06624221801758,33.28115463256836,-14.191725730895996,64
3508,1654757281.1264653,7641.1,23598080,34.10793685913086,2324.8388671875,-231.7479705810547,-225.50135803222656,7.959141731262207,-14.205748558044434,64
3509,1654757282.635743,7641.1,23603200,65.96428680419922,2594.043212890625,297.7191162109375,233.29908752441406,78.64262390136719,-14.22260570526123,64
3510,1654757285.9875724,7646.1,23613440,62.66362762451172,2529.770263671875,-241.1123504638672,-235.59658813476562,8.634769439697266,-14.150532722473145,64
3511,1654757287.6768014,7646.1,23618560,56.00043487548828,2379.310302734375,-98.37017822265625,-95.34913635253906,11.1439208984375,-14.16496467590332,64
3512,1654757289.2003062,7651.2,23623680,39.25984573364258,2288.66015625,25.86054229736328,21.576374053955078,18.489398956298828,-14.205230712890625,64
3513,1654757292.5958974,7651.2,23633920,50.772552490234375,2238.569091796875,69.46147155761719,52.827938079833984,30.850149154663086,-14.216617584228516,64
3514,1654757294.224291,7656.2,23639040,95.09666442871094,2237.01904296875,-6.830602645874023,-15.207803726196289,22.620731353759766,-14.2435302734375,64
3515,1654757295.874901,7656.2,23644160,42.87992477416992,2139.2548828125,-26.35147476196289,-31.311145782470703,19.279836654663086,-14.32016658782959,64
3516,1654757297.4331985,7656.2,23649280,16.346385955810547,2657.50244140625,5.571221351623535,-12.12591552734375,32.1798210144043,-14.482684135437012,64
3517,1654757299.0111506,7661.2,23654400,75.69037628173828,2401.681396484375,223.5095977783203,160.15997314453125,77.87712097167969,-14.52750301361084,64
3518,1654757300.6090252,7661.2,23659520,17.08954620361328,2229.522705078125,127.51546478271484,110.72108459472656,31.30664825439453,-14.512273788452148,64
3519,1654757302.10583,7661.2,23664640,26.91457176208496,2286.359375,411.18115234375,363.60906982421875,62.06116485595703,-14.489082336425781,64
3520,1654757305.3076727,7666.2,23674880,121.908203125,2306.464111328125,31.237834930419922,19.573745727539062,26.093040466308594,-14.42895221710205,64
3521,1654757306.8871868,7666.2,23680000,4.385746002197266,2427.408203125,-140.24940490722656,-138.23667907714844,12.600757598876953,-14.613483428955078,64
3522,1654757308.5202007,7671.2,23685120,40.00560760498047,2090.239013671875,-25.557249069213867,-32.938480377197266,22.039714813232422,-14.658483505249023,64
3523,1654757311.7417746,7671.2,23695360,89.89678192138672,2186.333251953125,-23.18289566040039,-30.978391647338867,22.747295379638672,-14.951798439025879,64
3524,1654757313.3968966,7676.2,23700480,109.82726287841797,2378.349609375,132.07464599609375,109.9425048828125,36.85398864746094,-14.721844673156738,64
3525,1654757315.0416458,7676.2,23705600,0.21928757429122925,2130.613037109375,215.14688110351562,181.14537048339844,48.691795349121094,-14.690271377563477,64
3526,1654757316.593043,7676.2,23710720,118.69976806640625,2264.794189453125,-101.58418273925781,-97.7327651977539,10.815495491027832,-14.666914939880371,64
3527,1654757318.2357614,7676.2,23715840,60.121028900146484,2431.773193359375,-172.80274963378906,-168.67022705078125,10.497917175292969,-14.630446434020996,64
3528,1654757319.7474089,7681.2,23720960,58.56510925292969,2293.4697265625,383.6073303222656,332.750244140625,65.52450561523438,-14.667423248291016,64
3529,1654757321.256503,7681.2,23726080,36.05976867675781,2147.465576171875,425.6468505859375,327.5415344238281,112.76402282714844,-14.658698081970215,64
3530,1654757322.8633664,7681.2,23731200,-6.500499725341797,2327.180908203125,187.35655212402344,158.4371795654297,43.52241516113281,-14.603041648864746,64
3531,1654757324.4736927,7686.2,23736320,42.11040115356445,2419.58447265625,-11.029147148132324,-22.267850875854492,25.75062370300293,-14.511919975280762,64
3532,1654757327.628557,7686.2,23746560,18.543846130371094,2305.283935546875,37.38740158081055,24.86003875732422,26.745927810668945,-14.218563079833984,64
3533,1654757329.1993475,7691.2,23751680,113.02293395996094,2435.790771484375,24.836769104003906,15.638736724853516,23.2755069732666,-14.07747745513916,64
3534,1654757330.8306832,7691.2,23756800,44.10435104370117,2404.1875,-93.57827758789062,-87.27051544189453,7.73239803314209,-14.040159225463867,64
3535,1654757332.5112243,7691.2,23761920,2.4763731956481934,2103.4951171875,183.3936004638672,155.74942016601562,41.743370056152344,-14.099198341369629,64
3536,1654757334.0915897,7696.2,23767040,40.49609375,2228.911865234375,58.32548522949219,37.26380157470703,35.20745849609375,-14.145776748657227,64
3537,1654757337.3078566,7696.2,23777280,44.4981575012207,2136.657958984375,-160.44004821777344,-168.96499633789062,22.648714065551758,-14.123758316040039,64
3538,1654757338.8344314,7701.2,23782400,41.66957092285156,2053.271240234375,-119.02996826171875,-118.19647216796875,13.236770629882812,-14.070265769958496,64
3539,1654757340.5601087,7701.2,23787520,24.41172218322754,2219.742919921875,-43.838985443115234,-56.045509338378906,26.377294540405273,-14.170770645141602,64
3540,1654757342.2196386,7701.2,23792640,25.05156135559082,2242.38671875,-126.58465576171875,-122.60201263427734,10.291597366333008,-14.27424144744873,64
3541,1654757343.8256721,7706.2,23797760,9.309967041015625,2093.409912109375,-168.96324157714844,-166.908203125,12.242208480834961,-14.297242164611816,64
3542,1654757345.3445337,7706.2,23802880,107.60076141357422,2247.783203125,-69.058837890625,-69.6570816040039,14.915231704711914,-14.316985130310059,64
3543,1654757346.9155526,7706.2,23808000,72.21700286865234,2360.842529296875,487.25006103515625,431.3697814941406,70.20564270019531,-14.325364112854004,64
3544,1654757348.4961953,7711.2,23813120,12.459463119506836,2210.796875,-81.76292419433594,-79.80702209472656,12.351766586303711,-14.30766773223877,64
3545,1654757350.0873168,7711.2,23818240,12.819425582885742,2451.888427734375,61.52476119995117,49.285484313964844,26.581195831298828,-14.34192180633545,64
3546,1654757351.6291573,7711.2,23823360,28.60004425048828,2326.318359375,173.06448364257812,152.46969604492188,34.98285675048828,-14.38805866241455,64
3547,1654757356.3543663,7716.2,23838720,55.44442367553711,2403.091552734375,96.1639633178711,68.18594360351562,42.334327697753906,-14.356308937072754,64
3548,1654757357.9707193,7716.2,23843840,158.9025421142578,2221.467041015625,-122.91448211669922,-117.381103515625,8.67850112915039,-14.21187686920166,64
3549,1654757359.599585,7721.2,23848960,115.23893737792969,2388.294677734375,-23.868873596191406,-39.85407257080078,30.273717880249023,-14.288517951965332,64
3550,1654757361.2018113,7721.2,23854080,3.8029751777648926,2323.904052734375,-191.93890380859375,-187.55072021484375,9.896123886108398,-14.284303665161133,64
3551,1654757364.3696203,7726.2,23864320,60.418617248535156,1819.266845703125,-198.53392028808594,-194.4857177734375,10.314458847045898,-14.362655639648438,64
3552,1654757365.9272869,7726.2,23869440,-3.050365686416626,2226.5234375,334.93560791015625,273.81561279296875,75.52450561523438,-14.404516220092773,64
3553,1654757367.493074,7726.2,23874560,-17.480653762817383,2338.583740234375,989.6964721679688,465.55584716796875,538.5572509765625,-14.416650772094727,64
3554,1654757370.752552,7731.2,23884800,95.73881530761719,2142.36962890625,-183.75291442871094,-179.82830810546875,10.63153076171875,-14.55613899230957,64
3555,1654757373.88324,7736.2,23895040,82.76971435546875,2238.90625,33.02030944824219,17.17557716369629,30.391462326049805,-14.546730995178223,64
3556,1654757375.5311959,7736.2,23900160,38.06915283203125,2306.670654296875,68.22904968261719,46.41432189941406,36.2456169128418,-14.430891990661621,64
3557,1654757378.762159,7741.2,23910400,-0.13035862147808075,2185.449951171875,192.8876190185547,147.6129150390625,59.64278030395508,-14.368073463439941,64
3558,1654757380.3761759,7741.2,23915520,24.23548698425293,2504.18212890625,117.60619354248047,99.86640930175781,32.036781311035156,-14.297004699707031,64
3559,1654757382.0210466,7741.2,23920640,46.60651779174805,2010.7730712890625,-169.72718811035156,-172.54803466796875,17.014606475830078,-14.19374942779541,64
3560,1654757383.6137428,7746.2,23925760,-8.77250862121582,2704.671630859375,-121.50289916992188,-115.15787506103516,7.843114852905273,-14.188141822814941,64
3561,1654757385.2527378,7746.2,23930880,170.99464416503906,2034.013671875,-104.89022064208984,-99.13201904296875,8.424501419067383,-14.182698249816895,64
3562,1654757386.772196,7746.2,23936000,54.774658203125,2653.69140625,234.26153564453125,192.68295288085938,55.789344787597656,-14.210762023925781,64
3563,1654757388.4163063,7751.2,23941120,59.86195373535156,2033.1578369140625,22.248130798339844,9.804710388183594,26.590957641601562,-14.147538185119629,64
3564,1654757390.1218522,7751.2,23946240,-3.499997138977051,2390.046875,57.09077453613281,45.846885681152344,25.520214080810547,-14.27631950378418,64
3565,1654757393.301704,7751.2,23956480,104.12763214111328,2511.5888671875,-63.01790237426758,-69.21607208251953,20.45087432861328,-14.252703666687012,64
3566,1654757394.8928914,7756.2,23961600,-13.360250473022461,2332.796142578125,20.999969482421875,3.2538623809814453,32.02439880371094,-14.278288841247559,64
3567,1654757396.4831352,7756.2,23966720,59.50596237182617,1907.9320068359375,81.6771469116211,68.57840728759766,27.189247131347656,-14.09050464630127,64
3568,1654757399.6417918,7761.2,23976960,40.1400260925293,2213.316162109375,72.6058120727539,57.108787536621094,29.713363647460938,-14.216338157653809,64
3569,1654757401.2478292,7761.2,23982080,103.64472961425781,2027.4625244140625,-134.54124450683594,-127.26903533935547,6.8466901779174805,-14.118901252746582,64
3570,1654757402.8171062,7761.2,23987200,73.05465698242188,2429.797607421875,0.6811122894287109,-18.021852493286133,32.837432861328125,-14.134468078613281,64
3571,1654757404.3555703,7766.2,23992320,68.21293640136719,2495.087646484375,-159.3716278076172,-167.10922241210938,21.792518615722656,-14.05491828918457,64
3572,1654757405.9620862,7766.2,23997440,68.2637710571289,2048.6103515625,-43.11288070678711,-44.0689697265625,15.042922973632812,-14.086834907531738,64
3573,1654757409.1302915,7771.3,24007680,5.539676666259766,2214.286376953125,-16.198955535888672,-26.084644317626953,24.179479598999023,-14.293789863586426,64
3574,1654757410.6239944,7771.3,24012800,29.52996826171875,2449.4990234375,208.4940185546875,169.06300354003906,53.628108978271484,-14.197099685668945,64
3575,1654757412.2372904,7771.3,24017920,26.600061416625977,2278.224365234375,70.46177673339844,55.161258697509766,29.539447784423828,-14.238933563232422,64
3576,1654757413.9848676,7776.3,24023040,27.86981773376465,2606.84375,-141.78375244140625,-144.2222442626953,16.696014404296875,-14.257527351379395,64
3577,1654757415.6105661,7776.3,24028160,43.92070770263672,2048.060546875,140.33807373046875,110.73860168457031,43.853633880615234,-14.254173278808594,64
3578,1654757418.7924602,7781.3,24038400,86.37545013427734,2296.71435546875,-32.21326446533203,-36.23973083496094,18.428098678588867,-14.401631355285645,64
3579,1654757420.4529858,7781.3,24043520,100.42332458496094,2675.70849609375,-126.32012939453125,-120.4993896484375,8.774105072021484,-14.594844818115234,64
3580,1654757422.01224,7781.3,24048640,31.97835922241211,2379.46923828125,14.58957576751709,6.282097816467285,22.919376373291016,-14.611897468566895,64
3581,1654757425.160815,7786.3,24058880,62.880821228027344,2020.009765625,-20.887014389038086,-28.91535186767578,22.47246551513672,-14.444128036499023,64
3582,1654757426.739059,7786.3,24064000,122.75760650634766,2202.45751953125,96.3668441772461,87.60447692871094,23.138248443603516,-14.375877380371094,64
3583,1654757428.304393,7786.3,24069120,107.21775817871094,2686.722900390625,-276.28570556640625,-266.28851318359375,4.332176208496094,-14.329373359680176,64
3584,1654757431.4683483,7791.3,24079360,31.109102249145508,2218.156005859375,-28.919797897338867,-45.133663177490234,30.56696319580078,-14.353097915649414,64
3585,1654757433.0382326,7791.3,24084480,60.83013916015625,2428.76171875,66.9435806274414,57.69873809814453,23.62274932861328,-14.377908706665039,64
3586,1654757434.6378758,7796.3,24089600,24.850318908691406,2204.69677734375,20.132495880126953,10.593610763549805,24.018192291259766,-14.479305267333984,64
3587,1654757437.8328018,7796.3,24099840,9.764753341674805,2326.960205078125,362.103759765625,315.84814453125,60.56891632080078,-14.313282012939453,64
3588,1654757439.5441127,7801.3,24104960,39.16426467895508,2337.427490234375,291.3025207519531,254.57437133789062,51.02190399169922,-14.293773651123047,64
3589,1654757441.1356018,7801.3,24110080,84.61042022705078,2392.699951171875,236.75985717773438,190.54507446289062,60.61137771606445,-14.396588325500488,64
3590,1654757442.8080506,7801.3,24115200,107.06942749023438,2122.31103515625,53.80415344238281,47.781776428222656,20.399066925048828,-14.376694679260254,64
3591,1654757444.4831839,7806.3,24120320,59.4456901550293,2522.910888671875,17.50436019897461,-1.6116209030151367,33.478511810302734,-14.362530708312988,64
3592,1654757447.6185632,7806.3,24130560,28.21100616455078,2302.91015625,-134.3028106689453,-138.00257873535156,18.167015075683594,-14.467251777648926,64
3593,1654757449.3753846,7811.3,24135680,28.379737854003906,2399.2578125,55.98440170288086,30.823745727539062,39.62312698364258,-14.462467193603516,64
3594,1654757450.9738526,7811.3,24140800,84.72970581054688,2508.905517578125,79.8246078491211,62.132415771484375,31.845603942871094,-14.153412818908691,64
3595,1654757452.5673933,7811.3,24145920,65.1878890991211,2456.987548828125,75.7459716796875,50.06419372558594,39.799339294433594,-14.117557525634766,64
3596,1654757454.1528382,7816.6,24151040,20.42115020751953,2521.329833984375,-22.674869537353516,-36.55030059814453,27.992856979370117,-14.117424964904785,64
3597,1654757457.2935884,7816.6,24161280,-37.219879150390625,2489.188232421875,-97.95064544677734,-102.95063781738281,19.285865783691406,-14.28587532043457,64
3598,1654757458.8815088,7821.6,24166400,23.69993019104004,2078.164306640625,157.46522521972656,136.12875366210938,35.4979362487793,-14.161463737487793,64
3599,1654757460.424835,7821.6,24171520,53.78147506713867,2469.698486328125,133.53695678710938,118.27183532714844,29.402259826660156,-14.137146949768066,64
3600,1654757462.0511386,7821.6,24176640,71.39579772949219,2411.370849609375,-36.16954803466797,-50.285247802734375,28.40618896484375,-14.290489196777344,64
3601,1654757463.6655576,7826.6,24181760,78.49005889892578,2558.65234375,-38.23564910888672,-57.016944885253906,33.004249572753906,-14.222955703735352,64
3602,1654757465.2931259,7826.6,24186880,54.80131530761719,2231.892333984375,25.3134708404541,-1.2342605590820312,40.94300079345703,-14.395269393920898,64
3603,1654757466.9526803,7826.6,24192000,98.47441101074219,2111.149169921875,157.44212341308594,95.11146545410156,76.45832824707031,-14.12767505645752,64
3604,1654757468.553878,7826.6,24197120,95.52731323242188,2410.947998046875,-92.77059173583984,-106.74346160888672,28.003097534179688,-14.030230522155762,64
3605,1654757470.234978,7831.6,24202240,3.3694705963134766,2592.475341796875,29.111751556396484,14.066200256347656,29.008953094482422,-13.963401794433594,64
3606,1654757471.802969,7831.6,24207360,63.43525314331055,2002.8924560546875,482.1811828613281,414.705322265625,81.16907501220703,-13.693198204040527,64
3607,1654757473.448062,7831.6,24212480,21.890029907226562,2126.77490234375,-53.26216506958008,-68.70478057861328,29.061838150024414,-13.619220733642578,64
3608,1654757475.0874224,7836.6,24217600,27.749752044677734,2192.484375,115.29485321044922,91.18975830078125,37.72197341918945,-13.616873741149902,64
3609,1654757476.6289206,7836.6,24222720,55.32835388183594,2299.292236328125,83.2538833618164,49.78608322143555,47.12253189086914,-13.654731750488281,64
3610,1654757478.1797295,7836.6,24227840,129.8369598388672,2342.0947265625,-59.7307243347168,-67.24580383300781,21.139633178710938,-13.624553680419922,64
3611,1654757479.737007,7841.6,24232960,73.78089904785156,2402.927490234375,47.98638153076172,10.38203239440918,51.02595520019531,-13.421609878540039,64
3612,1654757481.4156651,7841.6,24238080,63.28205871582031,2319.71875,138.8383026123047,78.77020263671875,73.68269348144531,-13.614590644836426,64
3613,1654757483.0634825,7841.6,24243200,186.9243621826172,2499.498046875,-155.41043090820312,-149.40347290039062,7.640848636627197,-13.64781665802002,64
3614,1654757484.678278,7846.6,24248320,38.5671501159668,2129.055419921875,-138.3530731201172,-143.239501953125,18.56792640686035,-13.681497573852539,64
3615,1654757487.8315754,7846.6,24258560,77.54585266113281,1992.805908203125,96.55844116210938,68.6059341430664,41.70298767089844,-13.750480651855469,64
3616,1654757489.402055,7851.6,24263680,2.239562749862671,2401.6708984375,-40.69992446899414,-56.54910659790039,29.498332977294922,-13.649149894714355,64
3617,1654757492.5686316,7851.6,24273920,63.83936309814453,2203.190185546875,-183.92311096191406,-179.22402954101562,8.840337753295898,-13.539406776428223,64
3618,1654757494.2756774,7856.6,24279040,60.87023162841797,2210.830078125,-139.38192749023438,-145.37109375,19.60689926147461,-13.617733001708984,64
3619,1654757499.1028945,7861.6,24294400,9.679240226745605,2301.969482421875,-109.46831512451172,-114.2839126586914,18.12700843811035,-13.311407089233398,64
3620,1654757500.7364438,7861.6,24299520,49.24301528930664,2012.6236572265625,-139.9961700439453,-140.788330078125,14.065011978149414,-13.27285385131836,64
3621,1654757503.867708,7866.6,24309760,50.90058135986328,2165.989990234375,100.13801574707031,73.9434814453125,39.5330810546875,-13.338547706604004,64
3622,1654757505.4589493,7866.6,24314880,14.289834976196289,2282.559326171875,237.9929962158203,187.3291015625,63.931495666503906,-13.267594337463379,64
3623,1654757507.0540273,7866.6,24320000,89.0832290649414,2188.8232421875,-112.05947875976562,-116.01937866210938,17.220012664794922,-13.260113716125488,64
3624,1654757510.2701144,7871.6,24330240,62.30126953125,2211.539794921875,-93.30419921875,-103.9395751953125,24.090179443359375,-13.454805374145508,64
3625,1654757511.9916427,7871.6,24335360,69.05779266357422,2323.1015625,-68.81774139404297,-80.50068664550781,25.249561309814453,-13.566618919372559,64
3626,1654757513.6212385,7871.6,24340480,34.14055252075195,2625.1875,120.52999877929688,102.30082702636719,31.70064926147461,-13.471477508544922,64
3627,1654757515.2346053,7876.6,24345600,56.656158447265625,1976.7691650390625,-182.22430419921875,-177.55245971679688,8.903951644897461,-13.575782775878906,64
3628,1654757518.3094134,7876.6,24355840,23.020009994506836,1916.529541015625,155.9803466796875,127.66761016845703,41.84062194824219,-13.52789306640625,64
3629,1654757519.8702314,7881.6,24360960,73.73383331298828,2683.572998046875,-99.37232971191406,-95.29734802246094,9.432350158691406,-13.507328987121582,64
3630,1654757521.4395971,7881.6,24366080,42.895076751708984,2215.879638671875,-70.51216125488281,-85.55218505859375,28.59274673461914,-13.552724838256836,64
3631,1654757524.646121,7886.6,24376320,68.6517105102539,2015.0721435546875,297.81842041015625,241.88717651367188,69.60792541503906,-13.676684379577637,64
3632,1654757526.2432187,7886.6,24381440,17.999961853027344,2104.669189453125,437.2270812988281,349.8172302246094,101.03230285644531,-13.622454643249512,64
3633,1654757529.3945446,7891.6,24391680,30.143632888793945,2342.10888671875,36.27989959716797,7.9359025955200195,42.008480072021484,-13.664484024047852,64
3634,1654757530.9855554,7891.6,24396800,43.902122497558594,2072.92529296875,-119.85098266601562,-143.25692749023438,36.821495056152344,-13.415548324584961,64
3635,1654757532.6191862,7891.6,24401920,37.000396728515625,2471.375,54.042388916015625,37.91365051269531,29.470502853393555,-13.341766357421875,64
3636,1654757534.0903914,7896.6,24407040,60.99475860595703,1777.9599609375,102.9836196899414,86.56666564941406,29.822731018066406,-13.405776977539062,64
3637,1654757535.7064903,7896.6,24412160,4.699516296386719,2221.1953125,25.224056243896484,18.003772735595703,20.65831184387207,-13.438029289245605,64
3638,1654757538.8740544,7901.6,24422400,3.978766441345215,2213.994140625,162.61834716796875,133.05038452148438,43.021141052246094,-13.453182220458984,64
